artist_id,artist_name,country,region,collaborator_id,collaborator_name,collab_country,collab_region,collaboration_count,year
placeholder_61209815,Beck,DE,Europe,placeholder_26750426,Masked Wolf,AU,Oceania,4,2022
placeholder_68663365,La Unión,ES,Europe,placeholder_14301923,Joan Sebastian,MX,Americas,5,1993
placeholder_86069836,Elastica,GB,Europe,placeholder_26750426,Masked Wolf,AU,Oceania,2,2007
placeholder_79836811,Alex Ubago,ES,Europe,placeholder_56274391,Public Enemy,US,Americas,1,1998
placeholder_44947959,Roger,GB,Europe,placeholder_38583369,Aventura,US,Americas,1,2018
placeholder_61549120,The Whitest Boy Alive,DE,Europe,placeholder_97547115,CKay,NG,Africa,2,1997
placeholder_20284766,Europe,SE,Europe,placeholder_388095,Inspector,MX,Americas,2,2013
placeholder_99199315,Stealers Wheel,GB,Europe,placeholder_45754340,NewJeans,KR,Asia,1,1998
placeholder_79836811,Alex Ubago,ES,Europe,placeholder_66570655,Matt and Kim,US,Americas,1,1992
placeholder_79612107,Miguel Gallardo,ES,Europe,placeholder_31626823,LA INDIA,CO,Americas,1,2005
placeholder_64504874,Cochise,DE,Europe,placeholder_44835157,Lil Skies,US,Americas,1,2016
placeholder_1738837,Colin Firth,GB,Europe,placeholder_388095,Inspector,MX,Americas,5,2005
placeholder_99963401,Simply Red,GB,Europe,placeholder_45364278,La Ley,CL,Americas,6,2001
placeholder_57670349,Level 42,GB,Europe,placeholder_27033144,Amaarae,GH,Africa,1,2011
placeholder_1905232,Helloween,DE,Europe,placeholder_27033144,Amaarae,GH,Africa,4,2005
placeholder_63103629,Alexi Murdoch,GB,Europe,placeholder_45364278,La Ley,CL,Americas,3,1996
placeholder_29457186,Mr. President,DE,Europe,placeholder_55416676,Gwen Stefani,US,Americas,4,2004
placeholder_35950310,Millencolin,SE,Europe,placeholder_66438120,Eve,JP,Asia,1,2004
placeholder_12522737,Neneh Cherry,SE,Europe,placeholder_51419513,Patrick Watson,CA,Americas,3,2015
placeholder_34647261,Mandingo,GB,Europe,placeholder_39258243,Roger Miller,US,Americas,4,2007
placeholder_4029792,Novo Amor,GB,Europe,placeholder_75532142,Divinyls,AU,Oceania,2,2024
placeholder_34647261,Mandingo,GB,Europe,placeholder_51419513,Patrick Watson,CA,Americas,1,2006
placeholder_34143743,Télépopmusik,FR,Europe,placeholder_12475930,Jung Kook,KR,Asia,6,2006
placeholder_79836811,Alex Ubago,ES,Europe,placeholder_44835157,Lil Skies,US,Americas,2,2012
placeholder_33868833,James Blunt,GB,Europe,placeholder_13128740,J-Kwon,US,Americas,2,2022
placeholder_98903314,Cascada,DE,Europe,placeholder_54813631,Skid Row,US,Americas,4,2002
placeholder_94852405,Alice Deejay,NL,Europe,placeholder_54978421,Bruce Cockburn,CA,Americas,3,1990
placeholder_38562516,Felix Mendelssohn,DE,Europe,placeholder_58956793,TOMORROW X TOGETHER,KR,Asia,3,2002
placeholder_73940728,Alexander Rybak,NO,Europe,placeholder_1802379,Akon,SN,Africa,1,2011
placeholder_1738837,Colin Firth,GB,Europe,placeholder_13128740,J-Kwon,US,Americas,3,1997
placeholder_33868833,James Blunt,GB,Europe,placeholder_17610335,Iron & Wine,US,Americas,2,2016
placeholder_80864128,Echo & the Bunnymen,GB,Europe,placeholder_67424912,Burna Boy,NG,Africa,3,1998
placeholder_35950310,Millencolin,SE,Europe,placeholder_7707021,Tems,NG,Africa,3,2014
placeholder_73720395,Dr. Alban,SE,Europe,placeholder_98211739,Frankie Ruiz,US,Americas,2,2009
placeholder_41367947,Del Amitri,GB,Europe,placeholder_45754340,NewJeans,KR,Asia,4,2009
placeholder_78172129,Ben Howard,GB,Europe,placeholder_80806796,The Chainsmokers,US,Americas,2,2010
placeholder_19949804,KT Tunstall,GB,Europe,placeholder_75669396,Wizkid,NG,Africa,2,2003
placeholder_56895401,Nek,IT,Europe,placeholder_35970853,Exile,JP,Asia,3,2000
placeholder_64504874,Cochise,DE,Europe,placeholder_30135305,John Mellencamp,US,Americas,1,2011
placeholder_42022490,Oasis,GB,Europe,placeholder_92641538,Fitz and The Tantrums,US,Americas,1,1992
placeholder_19949804,KT Tunstall,GB,Europe,placeholder_7707021,Tems,NG,Africa,4,2002
placeholder_99364916,Gustav Mahler,AT,Europe,placeholder_54813631,Skid Row,US,Americas,2,2005
placeholder_27276650,Birdy,GB,Europe,placeholder_65767591,Midnight Oil,AU,Oceania,3,1996
placeholder_18771648,The Rolling Stones,GB,Europe,placeholder_97547115,CKay,NG,Africa,1,2023
placeholder_19949804,KT Tunstall,GB,Europe,placeholder_54733816,Beto Quintanilla,MX,Americas,2,1997
placeholder_19949804,KT Tunstall,GB,Europe,placeholder_36545146,Phillipa Soo,US,Americas,4,2023
placeholder_61549120,The Whitest Boy Alive,DE,Europe,placeholder_2309381,The Living Tombstone,IL,Asia,1,2018
placeholder_1738837,Colin Firth,GB,Europe,placeholder_45424497,Pinkfong,KR,Asia,2,2018
placeholder_79612107,Miguel Gallardo,ES,Europe,placeholder_45364278,La Ley,CL,Americas,3,2020
placeholder_97242704,Ronan Keating,IE,Europe,placeholder_38583369,Aventura,US,Americas,3,2007
placeholder_18771648,The Rolling Stones,GB,Europe,placeholder_41218324,Lamp,JP,Asia,2,2005
placeholder_63103629,Alexi Murdoch,GB,Europe,placeholder_75669396,Wizkid,NG,Africa,1,2008
placeholder_92287719,Kavinsky,FR,Europe,placeholder_68620949,Mayday Parade,US,Americas,1,2024
placeholder_86069836,Elastica,GB,Europe,placeholder_36545146,Phillipa Soo,US,Americas,1,2014
placeholder_64210189,Stereo MC's,GB,Europe,placeholder_388095,Inspector,MX,Americas,3,1994
placeholder_9355529,Sarah Brightman,GB,Europe,placeholder_27033144,Amaarae,GH,Africa,1,2019
placeholder_9355529,Sarah Brightman,GB,Europe,placeholder_15442294,Jimmy Ruffin,US,Americas,1,2016
placeholder_29457186,Mr. President,DE,Europe,placeholder_12475930,Jung Kook,KR,Asia,5,1991
placeholder_7831025,Anne-Marie,GB,Europe,placeholder_30168058,ENHYPEN,KR,Asia,1,1990
placeholder_4029792,Novo Amor,GB,Europe,placeholder_17610335,Iron & Wine,US,Americas,3,2016
placeholder_53140340,The Cry,GB,Europe,placeholder_26530385,LiSA,JP,Asia,3,2004
placeholder_68663365,La Unión,ES,Europe,placeholder_29630188,Latto,US,Americas,1,2021
placeholder_81045712,Blue Foundation,DK,Europe,placeholder_54813631,Skid Row,US,Americas,1,2015
placeholder_33868833,James Blunt,GB,Europe,placeholder_87438957,Buckcherry,US,Americas,4,1998
placeholder_1738837,Colin Firth,GB,Europe,placeholder_58956793,TOMORROW X TOGETHER,KR,Asia,1,2015
placeholder_99199315,Stealers Wheel,GB,Europe,placeholder_22853801,BLACKPINK,KR,Asia,3,1995
placeholder_27577472,Haddaway,DE,Europe,placeholder_97547115,CKay,NG,Africa,1,2019
placeholder_34143743,Télépopmusik,FR,Europe,placeholder_54733816,Beto Quintanilla,MX,Americas,1,2010
placeholder_61209815,Beck,DE,Europe,placeholder_66438120,Eve,JP,Asia,1,2014
placeholder_63103629,Alexi Murdoch,GB,Europe,placeholder_7707021,Tems,NG,Africa,1,1995
placeholder_258149,Dua Lipa,GB,Europe,placeholder_29891066,Los Traileros Del Norte,MX,Americas,3,1993
placeholder_4029792,Novo Amor,GB,Europe,placeholder_29630188,Latto,US,Americas,3,1992
placeholder_14085026,INTERWORLD,RU,Europe,placeholder_51419513,Patrick Watson,CA,Americas,5,2002
placeholder_93161496,The Cranberries,IE,Europe,placeholder_29891066,Los Traileros Del Norte,MX,Americas,2,2005
placeholder_82194465,Slowdive,GB,Europe,placeholder_35970853,Exile,JP,Asia,3,2003
placeholder_19949804,KT Tunstall,GB,Europe,placeholder_14301923,Joan Sebastian,MX,Americas,3,2000
placeholder_60554799,The Corrs,IE,Europe,placeholder_95212134,wave to earth,KR,Asia,6,1997
placeholder_18771648,The Rolling Stones,GB,Europe,placeholder_45364278,La Ley,CL,Americas,6,1996
placeholder_99199315,Stealers Wheel,GB,Europe,placeholder_51419513,Patrick Watson,CA,Americas,5,2014
placeholder_41367947,Del Amitri,GB,Europe,placeholder_92641538,Fitz and The Tantrums,US,Americas,1,2005
placeholder_94916343,Duncan Dhu,ES,Europe,placeholder_17610335,Iron & Wine,US,Americas,4,1997
placeholder_1905232,Helloween,DE,Europe,placeholder_22853801,BLACKPINK,KR,Asia,3,2012
placeholder_53140340,The Cry,GB,Europe,placeholder_97547115,CKay,NG,Africa,3,1994
placeholder_56895401,Nek,IT,Europe,placeholder_75532142,Divinyls,AU,Oceania,1,2016
placeholder_49949677,Erasure,GB,Europe,placeholder_75077671,Stardust,JP,Asia,1,2013
placeholder_44947959,Roger,GB,Europe,placeholder_66438120,Eve,JP,Asia,3,2017
placeholder_34143743,Télépopmusik,FR,Europe,placeholder_41218324,Lamp,JP,Asia,6,2007
placeholder_75042304,Portishead,GB,Europe,placeholder_51114716,Nujabes,JP,Asia,1,2005
placeholder_93161496,The Cranberries,IE,Europe,placeholder_49887228,Collective Soul,US,Americas,1,2018
placeholder_92287719,Kavinsky,FR,Europe,placeholder_83900013,SHINee,KR,Asia,2,2014
placeholder_34143743,Télépopmusik,FR,Europe,placeholder_75077671,Stardust,JP,Asia,1,2006
placeholder_61549120,The Whitest Boy Alive,DE,Europe,placeholder_19255625,Carl Douglas,JM,Americas,2,2002
placeholder_61549120,The Whitest Boy Alive,DE,Europe,placeholder_50511408,Midnight Star,US,Americas,3,2021
placeholder_97242704,Ronan Keating,IE,Europe,placeholder_29891066,Los Traileros Del Norte,MX,Americas,1,2004
placeholder_41367947,Del Amitri,GB,Europe,placeholder_85107536,Blind Melon,US,Americas,1,2013
placeholder_258149,Dua Lipa,GB,Europe,placeholder_45754340,NewJeans,KR,Asia,2,2017
placeholder_65646767,Billy Bragg,GB,Europe,placeholder_45754340,NewJeans,KR,Asia,1,2019
placeholder_63103629,Alexi Murdoch,GB,Europe,placeholder_66570655,Matt and Kim,US,Americas,1,1997
placeholder_33868833,James Blunt,GB,Europe,placeholder_71963026,Junior M.A.F.I.A.,US,Americas,1,2024
placeholder_14085026,INTERWORLD,RU,Europe,placeholder_86808465,d4vd,US,Americas,1,2020
placeholder_63103629,Alexi Murdoch,GB,Europe,placeholder_51114716,Nujabes,JP,Asia,6,2023
placeholder_60554799,The Corrs,IE,Europe,placeholder_18105154,Ladron,MX,Americas,8,2002
placeholder_78172129,Ben Howard,GB,Europe,placeholder_45103080,Janet Jackson,US,Americas,1,2009
placeholder_90131210,Petula Clark,GB,Europe,placeholder_58956793,TOMORROW X TOGETHER,KR,Asia,1,1992
placeholder_15299632,Sniff 'n' The Tears,GB,Europe,placeholder_45754340,NewJeans,KR,Asia,1,1998
placeholder_44947959,Roger,GB,Europe,placeholder_75077671,Stardust,JP,Asia,1,1990
placeholder_12866043,ALO,NO,Europe,placeholder_18105154,Ladron,MX,Americas,2,2018
placeholder_34647261,Mandingo,GB,Europe,placeholder_86808465,d4vd,US,Americas,6,2006
placeholder_99963401,Simply Red,GB,Europe,placeholder_86048779,Teriyaki Boyz,JP,Asia,1,1994
placeholder_41367947,Del Amitri,GB,Europe,placeholder_75077671,Stardust,JP,Asia,1,1993
placeholder_27276650,Birdy,GB,Europe,placeholder_388095,Inspector,MX,Americas,4,2009
placeholder_86069836,Elastica,GB,Europe,placeholder_85107536,Blind Melon,US,Americas,1,2016
placeholder_60554799,The Corrs,IE,Europe,placeholder_2309381,The Living Tombstone,IL,Asia,3,2004
placeholder_12258896,DragonForce,GB,Europe,placeholder_51114716,Nujabes,JP,Asia,12,2009
placeholder_12866043,ALO,NO,Europe,placeholder_42245265,Germ,AU,Oceania,1,1996
placeholder_14085026,INTERWORLD,RU,Europe,placeholder_80806796,The Chainsmokers,US,Americas,2,2006
placeholder_61549120,The Whitest Boy Alive,DE,Europe,placeholder_38074368,Carlos Vives,CO,Americas,1,2016
placeholder_97242704,Ronan Keating,IE,Europe,placeholder_2309381,The Living Tombstone,IL,Asia,2,1992
placeholder_12522737,Neneh Cherry,SE,Europe,placeholder_18105154,Ladron,MX,Americas,3,2019
placeholder_20284766,Europe,SE,Europe,placeholder_45103080,Janet Jackson,US,Americas,5,2002
placeholder_75042304,Portishead,GB,Europe,placeholder_98903314,Cascada,DE,Europe,2,1999
placeholder_19683121,Bullet For My Valentine,GB,Europe,placeholder_63103629,Alexi Murdoch,GB,Europe,4,1994
placeholder_15299632,Sniff 'n' The Tears,GB,Europe,placeholder_24161871,Richard Thompson,GB,Europe,4,2008
placeholder_97242704,Ronan Keating,IE,Europe,placeholder_98903314,Cascada,DE,Europe,2,2009
placeholder_64210189,Stereo MC's,GB,Europe,placeholder_41367947,Del Amitri,GB,Europe,6,2022
placeholder_53140340,The Cry,GB,Europe,placeholder_68663365,La Unión,ES,Europe,2,1992
placeholder_57670349,Level 42,GB,Europe,placeholder_75042304,Portishead,GB,Europe,3,2006
placeholder_81045712,Blue Foundation,DK,Europe,placeholder_86069836,Elastica,GB,Europe,1,1991
placeholder_14085026,INTERWORLD,RU,Europe,placeholder_73720395,Dr. Alban,SE,Europe,4,1992
placeholder_14085026,INTERWORLD,RU,Europe,placeholder_34143743,Télépopmusik,FR,Europe,2,2018
placeholder_36545146,Phillipa Soo,US,Americas,placeholder_49887228,Collective Soul,US,Americas,10,2017
placeholder_13128740,J-Kwon,US,Americas,placeholder_85107536,Blind Melon,US,Americas,6,2020
placeholder_98211739,Frankie Ruiz,US,Americas,placeholder_80806796,The Chainsmokers,US,Americas,1,1996
placeholder_30135305,John Mellencamp,US,Americas,placeholder_87438957,Buckcherry,US,Americas,2,2021
placeholder_36554101,Oscar D'León,VE,Americas,placeholder_89284758,Rigo Tovar,MX,Americas,6,1992
placeholder_45103080,Janet Jackson,US,Americas,placeholder_54978421,Bruce Cockburn,CA,Americas,1,2010
placeholder_15442294,Jimmy Ruffin,US,Americas,placeholder_54813631,Skid Row,US,Americas,2,2022
placeholder_56274391,Public Enemy,US,Americas,placeholder_89284758,Rigo Tovar,MX,Americas,4,2019
placeholder_80806796,The Chainsmokers,US,Americas,placeholder_51419513,Patrick Watson,CA,Americas,1,2013
placeholder_77012823,Rema,NG,Africa,placeholder_1802379,Akon,SN,Africa,2,1993
placeholder_7707021,Tems,NG,Africa,placeholder_27033144,Amaarae,GH,Africa,2,2008
placeholder_7707021,Tems,NG,Africa,placeholder_1802379,Akon,SN,Africa,1,1990
placeholder_75669396,Wizkid,NG,Africa,placeholder_92148502,Trevor Jones,ZA,Africa,1,1997
placeholder_22853801,BLACKPINK,KR,Asia,placeholder_86048779,Teriyaki Boyz,JP,Asia,3,1999
placeholder_30168058,ENHYPEN,KR,Asia,placeholder_5884415,Stray Kids,KR,Asia,2,2007
placeholder_89729664,Girls' Generation,KR,Asia,placeholder_30168058,ENHYPEN,KR,Asia,10,2005
placeholder_22853801,BLACKPINK,KR,Asia,placeholder_51114716,Nujabes,JP,Asia,1,2002
placeholder_95212134,wave to earth,KR,Asia,placeholder_12475930,Jung Kook,KR,Asia,3,1998
placeholder_35970853,Exile,JP,Asia,placeholder_41218324,Lamp,JP,Asia,3,2016
placeholder_65767591,Midnight Oil,AU,Oceania,placeholder_74270016,5 Seconds of Summer,AU,Oceania,2,1990
placeholder_75532142,Divinyls,AU,Oceania,placeholder_65767591,Midnight Oil,AU,Oceania,1,2021
placeholder_1199401,Peter Sculthorpe,AU,Oceania,placeholder_26750426,Masked Wolf,AU,Oceania,2,2012
placeholder_46722049,Tame Impala,AU,Oceania,placeholder_1199401,Peter Sculthorpe,AU,Oceania,4,2005
placeholder_30168058,ENHYPEN,KR,Asia,placeholder_54813631,Skid Row,US,Americas,1,2016
placeholder_35970853,Exile,JP,Asia,placeholder_57526657,Korn,US,Americas,1,1999
placeholder_61282587,Lea Salonga,PH,Asia,placeholder_55416676,Gwen Stefani,US,Americas,1,2011
placeholder_37862040,Quavo,US,Americas,placeholder_75669396,Wizkid,NG,Africa,1,2019
placeholder_27033144,Amaarae,GH,Africa,placeholder_65767591,Midnight Oil,AU,Oceania,6,1994
placeholder_35970853,Exile,JP,Asia,placeholder_38583369,Aventura,US,Americas,1,2015
placeholder_65767591,Midnight Oil,AU,Oceania,placeholder_30135305,John Mellencamp,US,Americas,4,2024
placeholder_1199401,Peter Sculthorpe,AU,Oceania,placeholder_75077671,Stardust,JP,Asia,4,1992
placeholder_42245265,Germ,AU,Oceania,placeholder_2882489,Los Caminantes,MX,Americas,1,2008
placeholder_1802379,Akon,SN,Africa,placeholder_37862040,Quavo,US,Americas,3,1996
placeholder_75669396,Wizkid,NG,Africa,placeholder_87438957,Buckcherry,US,Americas,2,1991
placeholder_1802379,Akon,SN,Africa,placeholder_36554101,Oscar D'León,VE,Americas,1,2016
placeholder_22853801,BLACKPINK,KR,Asia,placeholder_86808465,d4vd,US,Americas,1,1995
placeholder_65891955,Sick Puppies,AU,Oceania,placeholder_57526657,Korn,US,Americas,2,2005
placeholder_83900013,SHINee,KR,Asia,placeholder_26750426,Masked Wolf,AU,Oceania,1,2006
placeholder_46722049,Tame Impala,AU,Oceania,placeholder_19255625,Carl Douglas,JM,Americas,4,2019
placeholder_18105154,Ladron,MX,Americas,placeholder_26530385,LiSA,JP,Asia,1,2018
placeholder_66066984,Eddie Money,US,Americas,placeholder_51114716,Nujabes,JP,Asia,1,2017
placeholder_14301923,Joan Sebastian,MX,Americas,placeholder_66438120,Eve,JP,Asia,3,2002
placeholder_54813631,Skid Row,US,Americas,placeholder_86048779,Teriyaki Boyz,JP,Asia,1,2014
placeholder_30168058,ENHYPEN,KR,Asia,placeholder_31626823,LA INDIA,CO,Americas,2,2008
placeholder_29891066,Los Traileros Del Norte,MX,Americas,placeholder_74270016,5 Seconds of Summer,AU,Oceania,1,1990
placeholder_22853801,BLACKPINK,KR,Asia,placeholder_54733816,Beto Quintanilla,MX,Americas,4,2021
placeholder_95212134,wave to earth,KR,Asia,placeholder_31626823,LA INDIA,CO,Americas,1,2002
placeholder_42245265,Germ,AU,Oceania,placeholder_14301923,Joan Sebastian,MX,Americas,2,1998
placeholder_1199401,Peter Sculthorpe,AU,Oceania,placeholder_37862040,Quavo,US,Americas,4,1992
placeholder_66570655,Matt and Kim,US,Americas,placeholder_75669396,Wizkid,NG,Africa,1,2013
placeholder_7707021,Tems,NG,Africa,placeholder_98211739,Frankie Ruiz,US,Americas,1,2024
